idRecord,record,fecha,idScore,idEstadoPartida
69,24000,2013-10-08 10:37:18,69,2
70,22000,2013-10-08 10:38:45,70,1
71,13000,2013-10-08 10:40:12,71,3
72,1000,2013-10-08 10:41:39,72,2
73,24000,2013-10-08 10:43:06,73,3
74,30000,2013-10-08 10:44:33,74,1
75,17000,2013-10-08 10:46:00,75,3
76,1000,2013-10-08 10:47:27,76,4
77,24000,2013-10-08 10:48:54,77,1
78,15000,2013-10-08 10:50:21,78,2
79,6000,2013-10-08 10:51:48,79,3
80,28000,2013-10-08 10:53:15,80,2
81,0,2013-10-08 10:54:42,81,3
82,5000,2013-10-08 10:56:09,82,4
83,29000,2013-10-08 10:57:36,83,4
84,5000,2013-10-08 10:59:03,84,4
85,7000,2013-10-08 11:00:30,85,4
86,27000,2013-10-08 11:01:57,86,3
87,15000,2013-10-08 11:03:24,87,4
88,0,2013-10-08 11:04:51,88,2
89,16000,2013-10-08 11:06:18,89,4
90,10000,2013-10-08 11:07:45,90,1
91,22000,2013-10-08 11:09:12,91,2
92,29000,2013-10-08 11:10:39,92,3
93,18000,2013-10-08 11:12:06,93,2
94,24000,2013-10-08 11:13:33,94,4
95,1000,2013-10-08 11:15:00,95,3
96,8000,2013-10-08 11:16:27,96,1
97,13000,2013-10-08 11:17:54,97,2
98,26000,2013-10-08 11:19:21,98,2
99,10000,2013-10-08 11:20:48,99,1
100,5000,2013-10-08 11:22:15,100,3
101,29000,2013-10-08 11:23:42,101,1
102,7000,2013-10-08 11:25:09,102,2
103,30000,2013-10-08 11:26:36,103,1
104,21000,2013-10-08 11:28:03,104,3
105,7000,2013-10-08 11:29:30,105,1
106,18000,2013-10-08 11:30:57,106,4
107,12000,2013-10-08 11:32:24,107,3
108,14000,2013-10-08 11:33:51,108,1
109,0,2013-10-08 11:35:18,109,2
110,25000,2013-10-08 11:36:45,110,1
111,0,2013-10-08 11:38:12,111,1
112,4000,2013-10-08 11:39:39,112,2
113,16000,2013-10-08 11:41:06,113,1
114,26000,2013-10-08 11:42:33,114,4
115,1000,2013-10-08 11:44:00,115,1
116,12000,2013-10-08 11:45:27,116,4
117,2000,2013-10-08 11:46:54,117,3
118,13000,2013-10-08 11:48:21,118,1
119,27000,2013-10-08 11:49:48,119,1
120,18000,2013-10-08 11:51:15,120,1
121,4000,2013-10-08 11:52:42,121,1
122,2000,2013-10-08 11:54:09,122,3
123,23000,2013-10-08 11:55:36,123,3
124,17000,2013-10-08 11:57:03,124,4
125,26000,2013-10-08 11:58:30,125,2
126,25000,2013-10-08 11:59:57,126,4
127,14000,2013-10-08 12:01:24,127,4
128,10000,2013-10-08 12:02:51,128,4
129,29000,2013-10-08 12:04:18,129,1
130,26000,2013-10-08 12:05:45,130,1
131,7000,2013-10-08 12:07:12,131,2
132,0,2013-10-08 12:08:39,132,2
133,28000,2013-10-08 12:10:06,133,2
134,12000,2013-10-08 12:11:33,134,4
135,17000,2013-10-08 12:13:00,135,4
136,28000,2013-10-08 12:14:27,136,3
137,6000,2013-10-08 12:15:54,137,1
138,8000,2013-10-08 12:17:21,138,4
139,18000,2013-10-08 12:18:48,139,4
140,22000,2013-10-08 12:20:15,140,2
141,6000,2013-10-08 12:21:42,141,3
142,9000,2013-10-08 12:23:09,142,3
143,16000,2013-10-08 12:24:36,143,3
144,20000,2013-10-08 12:26:03,144,2
145,26000,2013-10-08 12:27:30,145,2
146,15000,2013-10-08 12:28:57,146,1
147,23000,2013-10-08 12:30:24,147,3
148,12000,2013-10-08 12:31:51,148,3
149,29000,2013-10-08 12:33:18,149,4
150,14000,2013-10-08 12:34:45,150,3
151,24000,2013-10-08 12:36:12,151,2
152,6000,2013-10-08 12:37:39,152,1
153,12000,2013-10-08 12:39:06,153,2
154,30000,2013-10-08 12:40:33,154,4
155,10000,2013-10-08 12:42:00,155,3
156,12000,2013-10-08 12:43:27,156,3
157,8000,2013-10-08 12:44:54,157,3
158,6000,2013-10-08 12:46:21,158,4
159,11000,2013-10-08 12:47:48,159,4
160,9000,2013-10-08 12:49:15,160,1
161,10000,2013-10-08 12:50:42,161,4
162,9000,2013-10-08 12:52:09,162,1
163,10000,2013-10-08 12:53:36,163,3
164,23000,2013-10-08 12:55:03,164,2
165,16000,2013-10-08 12:56:30,165,1
166,24000,2013-10-08 12:57:57,166,2
167,18000,2013-10-08 12:59:24,167,1
168,10000,2013-10-08 13:00:51,168,4
169,15000,2013-10-08 13:02:18,169,2
170,29000,2013-10-08 13:03:45,170,4
171,0,2013-10-08 13:05:12,171,2
172,11000,2013-10-08 13:06:39,172,2
173,2000,2013-10-08 13:08:06,173,3
174,3000,2013-10-08 13:09:33,174,2
175,13000,2013-10-08 13:11:00,175,2
176,20000,2013-10-08 13:12:27,176,4
177,8000,2013-10-08 13:13:54,177,4
178,26000,2013-10-08 13:15:21,178,3
179,22000,2013-10-08 13:16:48,179,3
180,28000,2013-10-08 13:18:15,180,1
181,24000,2013-10-08 13:19:42,181,3
182,17000,2013-10-08 13:21:09,182,2
183,22000,2013-10-08 13:22:36,183,4
184,11000,2013-10-08 13:24:03,184,1
185,5000,2013-10-08 13:25:30,185,2
186,2000,2013-10-08 13:26:57,186,1
187,21000,2013-10-08 13:28:24,187,2
188,15000,2013-10-08 13:29:51,188,4
189,0,2013-10-08 13:31:18,189,3
190,7000,2013-10-08 13:32:45,190,2
191,1000,2013-10-08 13:34:12,191,4
192,5000,2013-10-08 13:35:39,192,2
193,27000,2013-10-08 13:37:06,193,1
194,28000,2013-10-08 13:38:33,194,3
195,20000,2013-10-08 13:40:00,195,4
196,26000,2013-10-08 13:41:27,196,2
197,17000,2013-10-08 13:42:54,197,2
198,25000,2013-10-08 13:44:21,198,2
199,8000,2013-10-08 13:45:48,199,1
200,16000,2013-10-08 13:47:15,200,2
201,16000,2013-10-08 13:48:42,201,3
202,20000,2013-10-08 13:50:09,202,1
203,1000,2013-10-08 13:51:36,203,1
204,30000,2013-10-08 13:53:03,204,1
205,24000,2013-10-08 13:54:30,205,1
206,15000,2013-10-08 13:55:57,206,4
207,3000,2013-10-08 13:57:24,207,3
208,4000,2013-10-08 13:58:51,208,1
209,22000,2013-10-08 14:00:18,209,1
210,19000,2013-10-08 14:01:45,210,2
211,28000,2013-10-08 14:03:12,211,2
212,25000,2013-10-08 14:04:39,212,2
213,26000,2013-10-08 14:06:06,213,3
214,24000,2013-10-08 14:07:33,214,1
215,26000,2013-10-08 14:09:00,215,2
216,19000,2013-10-08 14:10:27,216,2
217,29000,2013-10-08 14:11:54,217,2
218,18000,2013-10-08 14:13:21,218,4
219,13000,2013-10-08 14:14:48,219,3
220,1000,2013-10-08 14:16:15,220,1
221,25000,2013-10-08 14:17:42,221,3
222,2000,2013-10-08 14:19:09,222,4
223,6000,2013-10-08 14:20:36,223,1
224,29000,2013-10-08 14:22:03,224,4
225,9000,2013-10-08 14:23:30,225,3
226,9000,2013-10-08 14:24:57,226,1
227,1000,2013-10-08 14:26:24,227,1
228,22000,2013-10-08 14:27:51,228,4
229,23000,2013-10-08 14:29:18,229,3
230,2000,2013-10-08 14:30:45,230,3
231,26000,2013-10-08 14:32:12,231,3
232,0,2013-10-08 14:33:39,232,4
233,29000,2013-10-08 14:35:06,233,3
234,24000,2013-10-08 14:36:33,234,2
235,6000,2013-10-08 14:38:00,235,4
236,20000,2013-10-08 14:39:27,236,1
237,12000,2013-10-08 14:40:54,237,3
238,29000,2013-10-08 14:42:21,238,3
239,29000,2013-10-08 14:43:48,239,4
240,16000,2013-10-08 14:45:15,240,1
241,15000,2013-10-08 14:46:42,241,4
242,15000,2013-10-08 14:48:09,242,3
243,29000,2013-10-08 14:49:36,243,1
244,14000,2013-10-08 14:51:03,244,3
245,23000,2013-10-08 14:52:30,245,3
246,11000,2013-10-08 14:53:57,246,3
247,6000,2013-10-08 14:55:24,247,2
248,13000,2013-10-08 14:56:51,248,1
249,30000,2013-10-08 14:58:18,249,2
250,18000,2013-10-08 14:59:45,250,1
251,3000,2013-10-08 15:01:12,251,1
252,5000,2013-10-08 15:02:39,252,2
253,29000,2013-10-08 15:04:06,253,1
254,2000,2013-10-08 15:05:33,254,4
255,0,2013-10-08 15:07:00,255,3
256,4000,2013-10-08 15:08:27,256,3
257,14000,2013-10-08 15:09:54,257,3
258,1000,2013-10-08 15:11:21,258,2
259,26000,2013-10-08 15:12:48,259,3
260,4000,2013-10-08 15:14:15,260,3
261,1000,2013-10-08 15:15:42,261,2
262,8000,2013-10-08 15:17:09,262,2
263,26000,2013-10-08 15:18:36,263,3
264,13000,2013-10-08 15:20:03,264,4
265,30000,2013-10-08 15:21:30,265,1
266,30000,2013-10-08 15:22:57,266,1
267,9000,2013-10-08 15:24:24,267,1
268,18000,2013-10-08 15:25:51,268,2
269,8000,2013-10-08 15:27:18,269,3
270,5000,2013-10-08 15:28:45,270,2
271,9000,2013-10-08 15:30:12,271,2
272,24000,2013-10-08 15:31:39,272,4
273,29000,2013-10-08 15:33:06,273,4
274,5000,2013-10-08 15:34:33,274,4
275,10000,2013-10-08 15:36:00,275,2
276,14000,2013-10-08 15:37:27,276,2
277,25000,2013-10-08 15:38:54,277,3
278,19000,2013-10-08 15:40:21,278,3
279,14000,2013-10-08 15:41:48,279,1
280,15000,2013-10-08 15:43:15,280,2
281,3000,2013-10-08 15:44:42,281,2
282,16000,2013-10-08 15:46:09,282,2
283,20000,2013-10-08 15:47:36,283,1
284,21000,2013-10-08 15:49:03,284,4
285,24000,2013-10-08 15:50:30,285,4
286,6000,2013-10-08 15:51:57,286,1
287,5000,2013-10-08 15:53:24,287,1
288,26000,2013-10-08 15:54:51,288,1
289,26000,2013-10-08 15:56:18,289,1
290,29000,2013-10-08 15:57:45,290,1
291,11000,2013-10-08 15:59:12,291,2
292,18000,2013-10-08 16:00:39,292,1
293,4000,2013-10-08 16:02:06,293,1
294,26000,2013-10-08 16:03:33,294,3
295,9000,2013-10-08 16:05:00,295,2
296,1000,2013-10-08 16:06:27,296,2
297,26000,2013-10-08 16:07:54,297,3
298,26000,2013-10-08 16:09:21,298,3
299,21000,2013-10-08 16:10:48,299,3
300,13000,2013-10-08 16:12:15,300,2
301,12000,2013-10-08 16:13:42,301,3
302,17000,2013-10-08 16:15:09,302,3
303,21000,2013-10-08 16:16:36,303,2
304,20000,2013-10-08 16:18:03,304,3
305,15000,2013-10-08 16:19:30,305,3
306,23000,2013-10-08 16:20:57,306,4
307,1000,2013-10-08 16:22:24,307,2
308,1000,2013-10-08 16:23:51,308,1
309,17000,2013-10-08 16:25:18,309,4
310,24000,2013-10-08 16:26:45,310,4
311,7000,2013-10-08 16:28:12,311,4
312,10000,2013-10-08 16:29:39,312,1
313,13000,2013-10-08 16:31:06,313,1
314,18000,2013-10-08 16:32:33,314,1
315,23000,2013-10-08 16:34:00,315,1
316,18000,2013-10-08 16:35:27,316,1
317,21000,2013-10-08 16:36:54,317,1
318,22000,2013-10-08 16:38:21,318,2
319,19000,2013-10-08 16:39:48,319,2
320,28000,2013-10-08 16:41:15,320,1
321,0,2013-10-08 16:42:42,321,3
322,29000,2013-10-08 16:44:09,322,1
323,0,2013-10-08 16:45:36,323,4
324,7000,2013-10-08 16:47:03,324,3
325,27000,2013-10-08 16:48:30,325,1
326,14000,2013-10-08 16:49:57,326,1
327,28000,2013-10-08 16:51:24,327,4
328,5000,2013-10-08 16:52:51,328,2
329,0,2013-10-08 16:54:18,329,4
330,14000,2013-10-08 16:55:45,330,4
331,24000,2013-10-08 16:57:12,331,1
332,29000,2013-10-08 16:58:39,332,2
333,7000,2013-10-08 17:00:06,333,3
334,26000,2013-10-08 17:01:33,334,4
335,1000,2013-10-08 17:03:00,335,4
336,30000,2013-10-08 17:04:27,336,1
337,14000,2013-10-08 17:05:54,337,4
338,3000,2013-10-08 17:07:21,338,2
339,29000,2013-10-08 17:08:48,339,2
340,0,2013-10-08 17:10:15,340,4
341,13000,2013-10-08 17:11:42,341,2
342,29000,2013-10-08 17:13:09,342,2
343,9000,2013-10-08 17:14:36,343,1
344,21000,2013-10-08 17:16:03,344,2
345,27000,2013-10-08 17:17:30,345,1
346,3000,2013-10-08 17:18:57,346,3
347,7000,2013-10-08 17:20:24,347,1
348,6000,2013-10-08 17:21:51,348,2
349,22000,2013-10-08 17:23:18,349,1
350,10000,2013-10-08 17:24:45,350,4
351,26000,2013-10-08 17:26:12,351,2
352,26000,2013-10-08 17:27:39,352,2
353,8000,2013-10-08 17:29:06,353,4
354,23000,2013-10-08 17:30:33,354,1
355,10000,2013-10-08 17:32:00,355,4
356,1000,2013-10-08 17:33:27,356,4
357,9000,2013-10-08 17:34:54,357,4
358,3000,2013-10-08 17:36:21,358,3
359,3000,2013-10-08 17:37:48,359,4
360,28000,2013-10-08 17:39:15,360,1
361,30000,2013-10-08 17:40:42,361,1
362,22000,2013-10-08 17:42:09,362,1
363,3000,2013-10-08 17:43:36,363,4
364,21000,2013-10-08 17:45:03,364,4
365,30000,2013-10-08 17:46:30,365,1
366,18000,2013-10-08 17:47:57,366,4
367,11000,2013-10-08 17:49:24,367,2
368,4000,2013-10-08 17:50:51,368,3
369,12000,2013-10-08 17:52:18,369,4
370,26000,2013-10-08 17:53:45,370,3
371,21000,2013-10-08 17:55:12,371,4
372,15000,2013-10-08 17:56:39,372,1
373,27000,2013-10-08 17:58:06,373,3
374,18000,2013-10-08 17:59:33,374,1
375,13000,2013-10-08 18:01:00,375,3
376,0,2013-10-08 18:02:27,376,2
377,17000,2013-10-08 18:03:54,377,3
378,19000,2013-10-08 18:05:21,378,3
379,19000,2013-10-08 18:06:48,379,2
380,15000,2013-10-08 18:08:15,380,3
381,11000,2013-10-08 18:09:42,381,1
382,14000,2013-10-08 18:11:09,382,4
383,15000,2013-10-08 18:12:36,383,3
384,12000,2013-10-08 18:14:03,384,4
385,15000,2013-10-08 18:15:30,385,2
386,19000,2013-10-08 18:16:57,386,1
387,5000,2013-10-08 18:18:24,387,1
388,6000,2013-10-08 18:19:51,388,1
389,24000,2013-10-08 18:21:18,389,4
390,2000,2013-10-08 18:22:45,390,1
391,10000,2013-10-08 18:24:12,391,1
392,20000,2013-10-08 18:25:39,392,4
393,25000,2013-10-08 18:27:06,393,2
394,18000,2013-10-08 18:28:33,394,2
395,19000,2013-10-08 18:30:00,395,1
396,2000,2013-10-08 18:31:27,396,1
397,4000,2013-10-08 18:32:54,397,3
398,23000,2013-10-08 18:34:21,398,3
399,4000,2013-10-08 18:35:48,399,1
400,17000,2013-10-08 18:37:15,400,3
401,13000,2013-10-08 18:38:42,401,1
402,27000,2013-10-08 18:40:09,402,3
403,10000,2013-10-08 18:41:36,403,1
404,22000,2013-10-08 18:43:03,404,1
405,28000,2013-10-08 18:44:30,405,4
406,11000,2013-10-08 18:45:57,406,2
407,27000,2013-10-08 18:47:24,407,1
408,6000,2013-10-08 18:48:51,408,3
409,9000,2013-10-08 18:50:18,409,4
410,6000,2013-10-08 18:51:45,410,4
411,26000,2013-10-08 18:53:12,411,2
412,29000,2013-10-08 18:54:39,412,4
413,26000,2013-10-08 18:56:06,413,3
414,19000,2013-10-08 18:57:33,414,1
415,27000,2013-10-08 18:59:00,415,1
416,20000,2013-10-08 19:00:27,416,2
417,11000,2013-10-08 19:01:54,417,3
418,29000,2013-10-08 19:03:21,418,3
419,20000,2013-10-08 19:04:48,419,3
420,26000,2013-10-08 19:06:15,420,3
421,14000,2013-10-08 19:07:42,421,1
422,27000,2013-10-08 19:09:09,422,2
423,7000,2013-10-08 19:10:36,423,1
424,2000,2013-10-08 19:12:03,424,3
425,26000,2013-10-08 19:13:30,425,2
426,15000,2013-10-08 19:14:57,426,3
427,18000,2013-10-08 19:16:24,427,2
428,21000,2013-10-08 19:17:51,428,2
429,6000,2013-10-08 19:19:18,429,2
430,13000,2013-10-08 19:20:45,430,1
431,16000,2013-10-08 19:22:12,431,1
432,13000,2013-10-08 19:23:39,432,4
433,20000,2013-10-08 19:25:06,433,2
434,19000,2013-10-08 19:26:33,434,2
435,1000,2013-10-08 19:28:00,435,2
436,29000,2013-10-08 19:29:27,436,3
437,21000,2013-10-08 19:30:54,437,4
438,27000,2013-10-08 19:32:21,438,4
439,28000,2013-10-08 19:33:48,439,4
440,14000,2013-10-08 19:35:15,440,4
441,8000,2013-10-08 19:36:42,441,4
442,14000,2013-10-08 19:38:09,442,4
443,13000,2013-10-08 19:39:36,443,1
444,9000,2013-10-08 19:41:03,444,3
445,14000,2013-10-08 19:42:30,445,3
446,22000,2013-10-08 19:43:57,446,4
447,26000,2013-10-08 19:45:24,447,1
448,27000,2013-10-08 19:46:51,448,3
449,16000,2013-10-08 19:48:18,449,3
450,26000,2013-10-08 19:49:45,450,3
451,30000,2013-10-08 19:51:12,451,4
452,3000,2013-10-08 19:52:39,452,3
453,20000,2013-10-08 19:54:06,453,4
454,18000,2013-10-08 19:55:33,454,3
455,30000,2013-10-08 19:57:00,455,1
456,10000,2013-10-08 19:58:27,456,1
457,0,2013-10-08 19:59:54,457,4
458,3000,2013-10-08 20:01:21,458,2
459,29000,2013-10-08 20:02:48,459,2
460,3000,2013-10-08 20:04:15,460,2
461,4000,2013-10-08 20:05:42,461,4
462,13000,2013-10-08 20:07:09,462,4
463,30000,2013-10-08 20:08:36,463,2
464,15000,2013-10-08 20:10:03,464,3
465,26000,2013-10-08 20:11:30,465,2
466,3000,2013-10-08 20:12:57,466,4
467,5000,2013-10-08 20:14:24,467,1
468,15000,2013-10-08 20:15:51,468,4
469,6000,2013-10-08 20:17:18,469,1
470,12000,2013-10-08 20:18:45,470,1
471,4000,2013-10-08 20:20:12,471,3
472,13000,2013-10-08 20:21:39,472,1
473,16000,2013-10-08 20:23:06,473,3
474,19000,2013-10-08 20:24:33,474,2
475,28000,2013-10-08 20:26:00,475,4
476,27000,2013-10-08 20:27:27,476,1
477,18000,2013-10-08 20:28:54,477,2
478,1000,2013-10-08 20:30:21,478,3
479,20000,2013-10-08 20:31:48,479,3
480,3000,2013-10-08 20:33:15,480,2
481,27000,2013-10-08 20:34:42,481,1
482,9000,2013-10-08 20:36:09,482,1
483,13000,2013-10-08 20:37:36,483,4
484,28000,2013-10-08 20:39:03,484,3
485,27000,2013-10-08 20:40:30,485,2
486,24000,2013-10-08 20:41:57,486,1
487,1000,2013-10-08 20:43:24,487,1
488,5000,2013-10-08 20:44:51,488,3
489,23000,2013-10-08 20:46:18,489,4
490,1000,2013-10-08 20:47:45,490,3
491,18000,2013-10-08 20:49:12,491,4
492,22000,2013-10-08 20:50:39,492,1
493,8000,2013-10-08 20:52:06,493,4
494,24000,2013-10-08 20:53:33,494,4
495,9000,2013-10-08 20:55:00,495,4
496,12000,2013-10-08 20:56:27,496,1
497,3000,2013-10-08 20:57:54,497,3
498,8000,2013-10-08 20:59:21,498,3
499,16000,2013-10-08 21:00:48,499,1
500,5000,2013-10-08 21:02:15,500,2
501,16000,2013-10-08 08:58:42,501,4
502,14000,2013-10-08 09:00:09,502,3
503,6000,2013-10-08 09:01:36,503,3
504,4000,2013-10-08 09:03:03,504,4
505,14000,2013-10-08 09:04:30,505,1
506,19000,2013-10-08 09:05:57,506,1
507,4000,2013-10-08 09:07:24,507,2
508,7000,2013-10-08 09:08:51,508,2
509,3000,2013-10-08 09:10:18,509,1
510,9000,2013-10-08 09:11:45,510,2
511,29000,2013-10-08 09:13:12,511,3
512,18000,2013-10-08 09:14:39,512,1
513,13000,2013-10-08 09:16:06,513,4
514,19000,2013-10-08 09:17:33,514,4
515,2000,2013-10-08 09:19:00,515,4
516,12000,2013-10-08 09:20:27,516,3
517,24000,2013-10-08 09:21:54,517,4
518,5000,2013-10-08 09:23:21,518,1
519,15000,2013-10-08 09:24:48,519,2
520,29000,2013-10-08 09:26:15,520,4
521,16000,2013-10-08 09:27:42,521,3
522,0,2013-10-08 09:29:09,522,3
523,29000,2013-10-08 09:30:36,523,2
524,1000,2013-10-08 09:32:03,524,1
525,9000,2013-10-08 09:33:30,525,2
526,15000,2013-10-08 09:34:57,526,2
527,2000,2013-10-08 09:36:24,527,1
528,10000,2013-10-08 09:37:51,528,3
529,30000,2013-10-08 09:39:18,529,4
530,14000,2013-10-08 09:40:45,530,1
531,23000,2013-10-08 09:42:12,531,4
532,20000,2013-10-08 09:43:39,532,3
533,21000,2013-10-08 09:45:06,533,4
534,17000,2013-10-08 09:46:33,534,1
535,5000,2013-10-08 09:48:00,535,3
536,4000,2013-10-08 09:49:27,536,3
537,3000,2013-10-08 09:50:54,537,1
538,10000,2013-10-08 09:52:21,538,1
539,13000,2013-10-08 09:53:48,539,2
540,4000,2013-10-08 09:55:15,540,4
541,23000,2013-10-08 09:56:42,541,3
542,0,2013-10-08 09:58:09,542,4
543,22000,2013-10-08 09:59:36,543,2
544,10000,2013-10-08 10:01:03,544,3
545,9000,2013-10-08 10:02:30,545,4
546,23000,2013-10-08 10:03:57,546,1
547,20000,2013-10-08 10:05:24,547,2
548,19000,2013-10-08 10:06:51,548,2
549,8000,2013-10-08 10:08:18,549,1
550,17000,2013-10-08 10:09:45,550,2
551,21000,2013-10-08 10:11:12,551,3
552,4000,2013-10-08 10:12:39,552,4
553,27000,2013-10-08 10:14:06,553,2
554,27000,2013-10-08 10:15:33,554,2
555,27000,2013-10-08 10:17:00,555,1
556,3000,2013-10-08 10:18:27,556,3
557,21000,2013-10-08 10:19:54,557,1
558,15000,2013-10-08 10:21:21,558,2
559,14000,2013-10-08 10:22:48,559,4
560,3000,2013-10-08 10:24:15,560,4
561,19000,2013-10-08 10:25:42,561,4
562,26000,2013-10-08 10:27:09,562,2
563,9000,2013-10-08 10:28:36,563,2
564,20000,2013-10-08 10:30:03,564,3
565,19000,2013-10-08 10:31:30,565,1
566,0,2013-10-08 10:32:57,566,2
567,30000,2013-10-08 10:34:24,567,1
568,4000,2013-10-08 10:35:51,568,4
569,19000,2013-10-08 10:37:18,569,1
570,6000,2013-10-08 10:38:45,570,3
571,2000,2013-10-08 10:40:12,571,2
572,5000,2013-10-08 10:41:39,572,4
573,14000,2013-10-08 10:43:06,573,3
574,5000,2013-10-08 10:44:33,574,4
575,15000,2013-10-08 10:46:00,575,2
576,22000,2013-10-08 10:47:27,576,1
577,4000,2013-10-08 10:48:54,577,3
578,13000,2013-10-08 10:50:21,578,2
579,0,2013-10-08 10:51:48,579,1
580,0,2013-10-08 10:53:15,580,3
581,10000,2013-10-08 10:54:42,581,1
582,0,2013-10-08 10:56:09,582,2
583,5000,2013-10-08 10:57:36,583,1
584,5000,2013-10-08 10:59:03,584,4
585,6000,2013-10-08 11:00:30,585,2
586,10000,2013-10-08 11:01:57,586,2
587,22000,2013-10-08 11:03:24,587,3
588,2000,2013-10-08 11:04:51,588,1
589,6000,2013-10-08 11:06:18,589,1
590,3000,2013-10-08 11:07:45,590,3
591,15000,2013-10-08 11:09:12,591,4
592,26000,2013-10-08 11:10:39,592,3
593,12000,2013-10-08 11:12:06,593,2
594,2000,2013-10-08 11:13:33,594,2
595,11000,2013-10-08 11:15:00,595,1
596,3000,2013-10-08 11:16:27,596,3
597,3000,2013-10-08 11:17:54,597,1
598,1000,2013-10-08 11:19:21,598,2
599,8000,2013-10-08 11:20:48,599,1
600,2000,2013-10-08 11:22:15,600,2
601,19000,2013-10-08 11:23:42,601,2
602,23000,2013-10-08 11:25:09,602,2
603,30000,2013-10-08 11:26:36,603,4
604,17000,2013-10-08 11:28:03,604,1
605,2000,2013-10-08 11:29:30,605,3
606,27000,2013-10-08 11:30:57,606,3
607,15000,2013-10-08 11:32:24,607,3
608,7000,2013-10-08 11:33:51,608,4
609,0,2013-10-08 11:35:18,609,2
610,10000,2013-10-08 11:36:45,610,2
611,12000,2013-10-08 11:38:12,611,2
612,3000,2013-10-08 11:39:39,612,3
613,17000,2013-10-08 11:41:06,613,1
614,24000,2013-10-08 11:42:33,614,4
615,11000,2013-10-08 11:44:00,615,4
616,9000,2013-10-08 11:45:27,616,1
617,9000,2013-10-08 11:46:54,617,1
618,11000,2013-10-08 11:48:21,618,2
619,28000,2013-10-08 11:49:48,619,4
620,14000,2013-10-08 11:51:15,620,4
621,18000,2013-10-08 11:52:42,621,2
622,17000,2013-10-08 11:54:09,622,1
623,3000,2013-10-08 11:55:36,623,4
624,0,2013-10-08 11:57:03,624,1
625,3000,2013-10-08 11:58:30,625,2
626,15000,2013-10-08 11:59:57,626,3
627,25000,2013-10-08 12:01:24,627,3
628,1000,2013-10-08 12:02:51,628,2
629,23000,2013-10-08 12:04:18,629,4
630,6000,2013-10-08 12:05:45,630,1
631,21000,2013-10-08 12:07:12,631,3
632,3000,2013-10-08 12:08:39,632,4
633,18000,2013-10-08 12:10:06,633,2
634,8000,2013-10-08 12:11:33,634,3
635,12000,2013-10-08 12:13:00,635,4
